7.0 0:0.5 1:0.05090655509065551 2:0.045737285034760336 3:0.00598587327704217 4:0.00012994350415833993 5:0.6363636363636364 6:0.717954122801623 7:2.4836750992342665e-07 8:0.0
7.0 0:1.0 1:0.6624825662482566 2:0.5422612513721186 3:0.00014501386730752844 4:1.049955771763217e-05 5:1.0 6:0.23078748572129143 7:0.0 8:0.0
7.0 0:0.4166666666666667 1:0.07531380753138076 2:0.035858031467252104 3:0.01571275662511509 4:0.0006030785017290066 5:0.6363636363636364 6:0.6380635450553274 7:0.0004096258548283456 8:0.0
7.0 0:0.3333333333333333 1:0.04881450488145049 2:0.1437980241492865 3:0.0078003263281745715 4:0.00014959282603484603 5:0.5454545454545454 6:0.5865892342119741 7:2.8621385599639285e-05 8:0.0
7.0 0:0.25 1:0.08856345885634588 2:0.012440541529454811 3:0.011819236644819094 4:0.0003025642083211356 5:0.5454545454545454 6:0.481277029137616 7:0.00018563176704768433 8:0.0
7.0 0:0.5 1:0.05509065550906555 2:0.02341748993779729 3:0.02988357726109794 4:0.004124148938363399 5:0.7272727272727273 6:0.5165412135659816 7:0.0020271398164158293 8:0.0
7.0 0:0.5 1:0.21408647140864714 2:0.015733626051957557 3:0.010518051941721866 4:0.0009964595400299985 5:0.8181818181818182 6:0.19207576985016156 7:0.0009134312398764939 8:0.0
7.0 0:0.8333333333333334 1:0.6959553695955369 2:0.9769484083424808 3:0.0054658199419708115 4:0.0005915238123678283 5:1.0 6:0.2698460110897096 7:0.00036996243816623435 8:0.0
7.0 0:1.0 1:0.04811715481171548 2:0.011708744968898645 3:0.0005066123964742991 4:3.735460197888734e-06 5:1.0 6:0.27803820856740585 7:0.0 8:0.0
7.0 0:1.0 1:0.18898186889818688 2:1.0 3:0.0 4:4.363595142192787e-06 5:1.0 6:0.20772554233649485 7:0.0 8:0.0
7.0 0:0.6666666666666666 1:0.026499302649930265 2:0.023783388218075376 3:0.02707482654413141 4:0.0049765426872029886 5:0.9090909090909091 6:0.301058504484375 7:0.0011237605405519458 8:0.0
7.0 0:0.25 1:0.05090655509065551 2:0.07098426637394804 3:0.013851924358159889 4:0.000263059301465974 5:0.6363636363636364 6:0.4608879937976822 7:8.625707537364389e-05 8:0.0
7.0 0:0.3333333333333333 1:0.043235704323570434 2:0.027808269301134284 3:0.02361929609228455 4:0.003790397800337178 5:0.8181818181818182 6:0.24206241096059594 7:0.003960527478212266 8:0.0
7.0 0:0.5 1:0.13249651324965134 2:0.041346505671423346 3:0.018943965938003904 4:0.0012456236928762938 5:0.7272727272727273 6:0.3860545181664455 7:9.149437092243032e-06 8:0.0
7.0 0:0.4166666666666667 1:0.05439330543933055 2:0.5254299304793267 3:0.013600035467185275 4:0.0002761339520236292 5:0.5454545454545454 6:0.9001805545793529 7:0.0 8:0.0
7.0 0:0.4166666666666667 1:0.07112970711297072 2:0.07061836809366996 3:0.012970949686407622 4:0.00031145956405091333 5:0.6363636363636364 6:0.789446420022322 7:6.734691716552739e-05 8:0.0
7.0 0:1.0 1:0.3793584379358438 2:0.07464324917672886 3:0.00013753156333201836 4:2.4290356176784724e-06 5:1.0 6:0.2259936263404203 7:0.0 8:0.0
7.0 0:0.3333333333333333 1:0.04741980474198047 2:0.026710574460300035 3:0.030372811684424635 4:0.004551133203698565 5:0.7272727272727273 6:0.22175667780998806 7:0.00405266045862666 8:0.0
7.0 0:0.8333333333333334 1:0.2412831241283124 2:0.1525795828759605 3:0.0014361793935779286 4:3.541984045406488e-05 5:1.0 6:0.3355117598693656 7:0.0 8:0.0
7.0 0:0.25 1:0.12761506276150628 2:0.030735455543358946 3:0.018269557010206595 4:0.001713024673301375 5:0.7272727272727273 6:0.2226527966180175 7:0.0019070263106965282 8:0.0
7.0 0:0.5 1:0.030683403068340307 2:0.01609952433223564 3:0.02454876071970524 4:0.0029916438200891663 5:0.9090909090909091 6:0.1780079605721265 7:0.0008500348585241973 8:0.0
6.0 0:0.9166666666666666 1:0.03765690376569038 2:0.04354189535309184 3:0.007965433381018237 4:0.0015780529784347826 5:1.0 6:0.26162753467111177 7:0.0 8:0.0
6.0 0:0.3333333333333333 1:0.028591352859135284 2:0.07208196121478229 3:0.010982334606800986 4:0.00016236860217701187 5:0.5454545454545454 6:0.6557063343875585 7:4.119858110281622e-05 8:0.0
6.0 0:1.0 1:0.12831241283124128 2:0.1269667032564947 3:0.00016486211624964887 4:8.248453855639614e-06 5:1.0 6:0.23250737419640535 7:0.0 8:0.0
6.0 0:0.3333333333333333 1:0.09762900976290098 2:0.04463959019392609 3:0.011290439351588898 4:0.0004858867794282369 5:0.6363636363636364 6:0.3812272410580521 7:0.0004876663927001709 8:0.0
6.0 0:0.08333333333333333 1:0.09135285913528592 2:0.02305159165751921 3:0.014746984658738742 4:0.0002770999909733911 5:0.5454545454545454 6:0.42560232512715857 7:0.00021560114704405488 8:0.0
6.0 0:0.6666666666666666 1:0.4435146443514644 2:0.10720819612147824 3:0.0032788373183258277 4:5.579769937141034e-05 5:0.9090909090909091 6:0.42192920474603113 7:2.3990460705984524e-06 8:0.0
6.0 0:0.08333333333333333 1:0.05299860529986053 2:0.03256494694474936 3:0.02919155043525908 4:0.001884043679843705 5:0.5454545454545454 6:0.037019604480735914 7:0.0018995405093492964 8:0.0
6.0 0:0.9166666666666666 1:0.03905160390516039 2:0.020856201975850714 3:0.0012374613760527428 4:5.845141088454868e-06 5:0.9090909090909091 6:0.3493612309939175 7:0.0 8:0.0
6.0 0:0.3333333333333333 1:0.04602510460251046 2:0.010611050128064398 3:0.01470183485330373 4:0.0004786226864578874 5:0.5454545454545454 6:0.6013881854974202 7:0.0002731348340611947 8:0.0
6.0 0:0.08333333333333333 1:0.11297071129707113 2:0.008781558726673985 3:0.020962580525340318 4:0.001687531594252797 5:0.7272727272727273 6:0.023168390295845543 7:0.0020643584392525047 8:0.0
6.0 0:0.4166666666666667 1:0.026499302649930265 2:0.02854006586169045 3:0.016099217404772364 4:0.0005478027524430213 5:0.8181818181818182 6:0.3755642324130716 7:0.00029891195998141333 8:0.0
6.0 0:0.16666666666666666 1:0.05090655509065551 2:0.03549213318697402 3:0.03743728074090563 4:0.0058930628641861 5:0.5454545454545454 6:0.33498555834164634 7:0.006524934787509113 8:0.0
6.0 0:0.4166666666666667 1:0.03486750348675035 2:0.02597877789974387 3:0.009906829484785449 4:0.00012309813965191366 5:0.5454545454545454 6:0.7704275198386136 7:8.074187785246879e-06 8:0.0
6.0 0:1.0 1:0.08368200836820083 2:0.1606293450420783 3:0.00010512882826675847 4:3.590067324111113e-06 5:1.0 6:0.22201741541060827 7:0.0 8:0.0
6.0 0:0.8333333333333334 1:0.10808926080892609 2:0.10867178924259056 3:0.010499819614543816 4:0.0013149444739307531 5:1.0 6:0.2613365628138628 7:5.8170117120547744e-05 8:0.0
6.0 0:0.5 1:0.013249651324965132 2:0.0062202707647274055 3:0.015014759415076248 4:0.001960763328180685 5:0.6363636363636364 6:0.1822825381831243 7:0.0 8:0.0
6.0 0:0.0 1:0.05090655509065551 2:0.0380534211489206 3:0.021306466472948277 4:0.0013325401058466848 5:0.6363636363636364 6:0.0 7:0.001701864843785883 8:0.0
6.0 0:0.16666666666666666 1:0.0397489539748954 2:0.018294914013904134 3:0.02008888445905382 4:0.001530244519153923 5:0.5454545454545454 6:0.023544015066959523 7:0.0016566521259082953 8:0.0
6.0 0:0.25 1:0.03277545327754533 2:0.023783388218075376 3:0.017452523988435217 4:0.0002840452890676483 5:0.5454545454545454 6:0.7633460055353471 7:0.00015744261792576748 8:0.0
6.0 0:0.16666666666666666 1:0.05578800557880056 2:0.034394438346139776 3:0.03595458273644693 4:0.0032416076143906014 5:0.5454545454545454 6:0.08571748495775157 7:0.003304637996208635 8:0.0
6.0 0:0.8333333333333334 1:0.100418410041841 2:0.1057446030003659 3:0.0008757492490612926 4:1.4643260554614773e-05 5:1.0 6:0.2049075745046939 7:1.063360975278933e-05 8:0.0
6.0 0:0.75 1:0.20502092050209206 2:0.11855104281009879 3:0.017851616337742245 4:0.005077024591854104 5:1.0 6:0.32260174174232104 7:0.0038324300785190436 8:0.0
6.0 0:0.08333333333333333 1:0.06903765690376569 2:0.022319795096963045 3:0.026634363826288688 4:0.00213064542935942 5:0.6363636363636364 6:0.030261271401447777 7:0.0025513591655826045 8:0.0
6.0 0:0.25 1:0.03138075313807531 2:0.04427369191364801 3:0.05119635697410046 4:0.018287974005371802 5:0.7272727272727273 6:0.28305193974429793 7:0.014506022676102844 8:0.0003781913751533115
6.0 0:0.9166666666666666 1:0.020223152022315203 2:0.04244420051225759 3:0.004141581627597548 4:0.00028872534521346907 5:1.0 6:0.320794739202843 7:0.0 8:0.0
6.0 0:0.4166666666666667 1:0.22245467224546722 2:0.0991584339553604 3:0.014848431807073872 4:0.0020101086855602635 5:0.7272727272727273 6:0.3949307876137917 7:0.0022031654631299996 8:0.0
6.0 0:0.08333333333333333 1:0.041143654114365415 2:0.021587998536406878 3:0.024688491253367063 4:0.0006685276301459854 5:0.5454545454545454 6:0.4892084980986936 7:0.0007720190509674235 8:0.0
6.0 0:0.3333333333333333 1:0.07670850767085077 2:0.0380534211489206 3:0.027329056410082625 4:0.0019286151595470664 5:0.6363636363636364 6:0.4703936355516164 7:0.0012828041222530248 8:0.0
6.0 0:0.16666666666666666 1:0.02789400278940028 2:0.020856201975850714 3:0.04754052330923483 4:0.005003019684095997 5:0.6363636363636364 6:0.04766979338446068 7:0.004800849733208889 8:0.0
6.0 0:0.16666666666666666 1:0.06206415620641562 2:0.02451518477863154 3:0.020709092362693842 4:0.0006484124006786884 5:0.5454545454545454 6:0.598870816518417 7:0.0005485395688992198 8:0.0
6.0 0:0.9166666666666666 1:0.02301255230125523 2:0.05598243688254665 3:0.003427928188368002 4:0.00023286250858350145 5:1.0 6:0.26781253727127596 7:0.0 8:0.0
6.0 0:0.6666666666666666 1:0.1394700139470014 2:0.06622758873033296 3:0.002630872181211315 4:5.1573160472609216e-05 5:0.9090909090909091 6:0.40016840408610305 7:0.0 8:1.2412877920379778e-05
6.0 0:0.75 1:0.044630404463040445 2:0.03658982802780827 3:0.005669082881385552 4:0.0002829220272829184 5:0.9090909090909091 6:0.4137057555654313 7:0.00020873997797770508 8:0.0
6.0 0:0.25 1:0.10599721059972106 2:0.05890962312477131 3:0.03238307945584326 4:0.0020810958550368285 5:0.8181818181818182 6:0.21899922403943653 7:0.0017411424082890122 8:0.0
6.0 0:0.4166666666666667 1:0.041143654114365415 2:0.012806439809732895 3:0.034994045634657765 4:0.008495308821150453 5:0.6363636363636364 6:0.3848569258721441 7:0.006156117262822078 8:0.0
5.0 0:0.0 1:0.07182705718270571 2:0.005488474204171241 3:0.028558545652436446 4:0.0012844314874232152 5:0.5454545454545454 6:0.0 7:0.001658690851991739 8:0.0
5.0 0:0.08333333333333333 1:0.02301255230125523 2:0.04756677643615075 3:0.04889041772366302 4:0.005374195773433957 5:0.45454545454545453 6:0.11262589984723625 7:0.006436042249337292 8:0.0
5.0 0:0.16666666666666666 1:0.06206415620641562 2:0.04720087815587267 3:0.04070952464148627 4:0.0067008214290247775 5:0.5454545454545454 6:0.19935685234997344 7:0.007822239203364613 8:0.0
5.0 0:0.08333333333333333 1:0.05299860529986053 2:0.007317965605561654 3:0.05055176507864582 4:0.007574563804348442 5:0.45454545454545453 6:0.06918485484101702 7:0.008670947307594646 8:0.0
5.0 0:0.8333333333333334 1:0.8507670850767085 2:0.7515550676911819 3:0.012987610711411723 4:0.004176516393843242 5:1.0 6:0.26789712376264313 7:0.0028748158163545267 8:0.0
5.0 0:1.0 1:1.0 2:0.6754482253933407 3:0.00038974803339200616 4:9.067493679063492e-06 5:1.0 6:0.26422953670800176 7:0.0 8:0.0
5.0 0:0.9166666666666666 1:0.15690376569037656 2:0.22319795096963044 3:0.0005369191601955014 4:4.663782654103137e-06 5:1.0 6:0.24224522656069727 7:0.0 8:0.0
5.0 0:0.3333333333333333 1:0.012552301255230125 2:0.007317965605561654 3:0.018364034551000146 4:0.0009905935337455112 5:0.8181818181818182 6:0.2555325657772607 7:0.0006322620243316154 8:0.0
5.0 0:0.25 1:0.015341701534170154 2:0.008415660446395901 3:0.014328211957700761 4:0.00042609172797638075 5:0.5454545454545454 6:0.09872509137076674 7:0.00026064555107679357 8:0.0
5.0 0:0.0 1:0.02301255230125523 2:0.021587998536406878 3:0.02427279159671806 4:0.0013397037395729925 5:0.45454545454545453 6:0.0 7:0.0017447181528015463 8:0.0
5.0 0:0.08333333333333333 1:0.04881450488145049 2:0.03219904866447128 3:0.04755667285100795 4:0.009287495410638285 5:0.5454545454545454 6:0.16763181001485153 7:0.011699192451977803 8:0.0
5.0 0:0.08333333333333333 1:0.0299860529986053 2:0.0698865715331138 3:0.05826213655137304 4:0.006682527584710372 5:0.45454545454545453 6:0.08584868353706218 7:0.007770267354414505 8:0.0
5.0 0:0.6666666666666666 1:0.4755927475592748 2:0.45773874862788144 3:0.005191474502950011 4:0.0003973702138745502 5:1.0 6:0.31491690048668386 7:0.0003975939286660141 8:0.0
5.0 0:0.9166666666666666 1:0.028591352859135284 2:0.040248810830589093 3:0.0016820066742595672 4:3.974903285648646e-05 5:1.0 6:0.26343684381532795 7:0.0 8:0.0
5.0 0:0.3333333333333333 1:0.007670850767085077 2:0.00951335528723015 3:0.017488262814610505 4:0.0016064148335527737 5:0.8181818181818182 6:0.15014870639894293 7:0.0012618389837017077 8:0.0001640774439142378
5.0 0:0.08333333333333333 1:0.030683403068340307 2:0.02305159165751921 3:0.02702736872750544 4:0.001936032113743389 5:0.45454545454545453 6:0.0002045154298952128 7:0.002245184500465052 8:0.0
5.0 0:0.8333333333333334 1:0.01882845188284519 2:0.025246981339187707 3:0.001123094125195542 4:9.603291320345427e-06 5:0.8181818181818182 6:0.30631240288073813 7:0.0 8:0.0
5.0 0:0.4166666666666667 1:0.08926080892608089 2:0.06403219904866447 3:0.020896643934329218 4:0.001915136271377106 5:0.8181818181818182 6:0.5718508878472709 7:0.0015713130853989273 8:0.0013628288582844723
5.0 0:0.0 1:0.05230125523012552 2:0.00402488108305891 3:0.03545513199903732 4:0.0023252347337554 5:0.5454545454545454 6:0.0 7:0.0030281913304211396 8:0.0
5.0 0:0.0 1:0.060669456066945605 2:0.012806439809732895 3:0.038226285567410395 4:0.0015588226815432093 5:0.45454545454545453 6:0.0 7:0.0020300803447440407 8:0.0
5.0 0:0.4166666666666667 1:0.0599721059972106 2:0.05854372484449323 3:0.02618493939094545 4:0.00855956073221133 5:0.8181818181818182 6:0.4542846808456549 7:0.008044094581813628 8:3.845039418501424e-05
5.0 0:0.8333333333333334 1:0.021617852161785217 2:0.014270032930845226 3:0.0016735985977723948 4:1.5121030420362516e-05 5:0.8181818181818182 6:0.37281171772516547 7:0.0 8:0.0
5.0 0:0.25 1:0.06276150627615062 2:0.03988291255031101 3:0.019709568832798317 4:0.0019096409466591501 5:0.5454545454545454 6:0.21940533427152792 7:0.00212020630417205 8:0.0
5.0 0:0.0 1:0.043933054393305436 2:0.015733626051957557 3:0.034880012645943266 4:0.001248430445573075 5:0.36363636363636365 6:0.0 7:0.00162585144503345 8:0.0
5.0 0:0.8333333333333334 1:0.023709902370990237 2:0.034394438346139776 3:0.0035635498468003547 4:0.00018130379529943957 5:1.0 6:0.2748478144505898 7:0.00010360008841839177 8:0.0
5.0 0:0.6666666666666666 1:0.5523012552301255 2:0.3915111598975485 3:0.0033657851215114385 4:6.06130564886865e-05 5:0.7272727272727273 6:0.40594241350055504 7:0.0 8:0.0
5.0 0:0.08333333333333333 1:0.1101813110181311 2:0.010976948408342482 3:0.03084671135973334 4:0.0025808805905476527 5:0.5454545454545454 6:0.0315372437004388 7:0.0026973800756292443 8:0.0
5.0 0:0.08333333333333333 1:0.040446304044630406 2:0.022319795096963045 3:0.02988775852080637 4:0.0009200994380328167 5:0.45454545454545453 6:0.00016800540092376973 7:0.0008638097387034043 8:0.0
5.0 0:0.16666666666666666 1:0.09414225941422594 2:0.12038053421148921 3:0.0583041220300623 4:0.009083307574946207 5:0.5454545454545454 6:0.06026713755064846 7:0.00922385757195536 8:0.0
4.0 0:0.16666666666666666 1:0.026499302649930265 2:0.10611050128064398 3:0.036781417496874406 4:0.0042751408709888515 5:0.5454545454545454 6:0.22618534035965396 7:0.004547252042977785 8:0.0
4.0 0:0.8333333333333334 1:0.1192468619246862 2:0.13025978777899744 3:0.001346402593315967 4:1.4470948514704785e-05 5:1.0 6:0.2970816948244819 7:2.757633226850337e-06 8:0.0
4.0 0:0.9166666666666666 1:0.09483960948396095 2:0.10611050128064398 3:0.0006666741309271141 4:7.174191289746121e-06 5:1.0 6:0.28531939839386317 7:0.0 8:0.0
4.0 0:0.75 1:0.022315202231520222 2:0.023783388218075376 3:0.0024013556989645034 4:2.2864096630266194e-05 5:0.8181818181818182 6:0.369377037209752 7:0.0 8:0.0
4.0 0:0.0 1:0.00906555090655509 2:0.0021953896816684962 3:0.0260428307055536 4:0.0007394586923785734 5:0.45454545454545453 6:0.0 7:0.0008842428063245282 8:3.961018822027641e-05
4.0 0:0.08333333333333333 1:0.029288702928870293 2:0.010976948408342482 3:0.05389810248375639 4:0.005087362562211486 5:0.45454545454545453 6:0.11684959703672902 7:0.005926608013143922 8:0.0
4.0 0:0.0 1:0.028591352859135284 2:0.012074643249176729 3:0.038944021503246815 4:0.0010531024957816468 5:0.36363636363636365 6:0.0 7:0.0013714726524063313 8:0.0
4.0 0:0.08333333333333333 1:0.07322175732217573 2:0.0190267105744603 3:0.035036848649093 4:0.0043000826144910164 5:0.5454545454545454 6:0.16543146818224408 7:0.005435999934391493 8:0.0
4.0 0:0.8333333333333334 1:0.023709902370990237 2:0.031467252103915114 3:0.0014807163066436224 4:1.4359148991127554e-05 5:0.8181818181818182 6:0.350056553806847 7:0.0 8:0.0
4.0 0:0.4166666666666667 1:0.11715481171548117 2:0.03476033662641786 3:0.02543251548928403 4:0.001990490073447181 5:0.6363636363636364 6:0.5643723567407655 7:0.001231462609268679 8:0.0
4.0 0:0.08333333333333333 1:0.044630404463040445 2:0.03915111598975485 3:0.028106938423172426 4:0.00017937125919346042 5:0.36363636363636365 6:0.15225756916752944 7:0.00013740452666103272 8:0.0
4.0 0:0.8333333333333334 1:0.13389121338912133 2:0.1562385656787413 3:0.006765157319999088 4:0.0008024336800837515 5:0.9090909090909091 6:0.30342808968485463 7:0.0 8:0.0
4.0 0:0.4166666666666667 1:0.2482566248256625 2:0.09696304427369191 3:0.019129822030745928 4:0.002492247678002552 5:0.6363636363636364 6:0.4525184560764356 7:0.0024876881067009307 8:0.0
4.0 0:0.0 1:0.08716875871687588 2:0.008415660446395901 3:0.0283265332580387 4:0.0011296728148249753 5:0.45454545454545453 6:0.0 7:0.0012636741866955306 8:0.0
4.0 0:0.0 1:0.024407252440725245 2:0.015733626051957557 3:0.04671108719640324 4:0.001524255487413276 5:0.36363636363636365 6:0.0 7:0.001985062920884992 8:0.0
4.0 0:0.6666666666666666 1:0.03207810320781032 2:0.024881083058909622 3:0.004676468296855987 4:5.3538092331210014e-05 5:0.8181818181818182 6:0.44743553374277506 7:0.0 8:7.971956647534797e-05
4.0 0:0.08333333333333333 1:0.05718270571827057 2:0.012806439809732895 3:0.026739555988430783 4:0.0022464462070246175 5:0.6363636363636364 6:0.03457271478789737 7:0.0027189164330641675 8:0.0
4.0 0:0.0 1:0.02510460251046025 2:0.00951335528723015 3:0.03907569952909324 4:0.0018070282361434366 5:0.36363636363636365 6:0.0 7:0.0023533225093700936 8:0.0
4.0 0:0.6666666666666666 1:0.06903765690376569 2:0.024881083058909622 3:0.009897461880061024 4:0.0005666152764127407 5:0.9090909090909091 6:0.20186624598803363 7:2.4993560196312054e-05 8:0.0
4.0 0:0.5833333333333334 1:0.16248256624825663 2:0.13648005854372486 3:0.011995027407188781 4:0.0005280061826551004 5:0.9090909090909091 6:0.31987447972287125 7:7.26210555588049e-05 8:0.0002857936095696418
